,content,annotation,extras
265,no i think you will hate it. Its a bunch of dirty work.,"{'notes': '', 'label': ['1']}",
266,the iced media party. Long ass day at the office  time for a drink or 3,"{'notes': '', 'label': ['1']}",
267,easy! keyshia sucks. It's pathetic when an actor makes a better album in his 3rd profession (act  stand up) than you do in your first,"{'notes': '', 'label': ['1']}",
268,@TheflyGIRL Done! But I must tell you  that negro got a hard ass head. My elbow hurts...,"{'notes': '', 'label': ['1']}",
269,LOL at the Razor Ramon shit. I surely was gonna Ultimate Warrior his ass. Shaking the ropes and the whole 9!,"{'notes': '', 'label': ['1']}",
270,You done started something! Got me all nostalgic and shit KNOWING good and damn well I got work to do...LOL,"{'notes': '', 'label': ['1']}",
271,@mekdot yo...heroes sucks!!! I loved season 1  despised 2 and feel like season 3 is a lousy high school special. BOO HISS BOO!!,"{'notes': '', 'label': ['1']}",
272,That sucks  they owe you much?,"{'notes': '', 'label': ['1']}",
273,Boo  to be fair they shouldn't give away your room. Kick their ass!,"{'notes': '', 'label': ['1']}",
274,Wow  that's bad-ass. You're like Stanley now. Well  even more so...,"{'notes': '', 'label': ['1']}",
275,lol figured. So anyway  anna is still being a bitch(sorry for the language) She doesnt want to go on the trip. So now onto plan B,"{'notes': '', 'label': ['1']}",
276,anna just has to ruin the holidays for me  just like every year. Damn you anna!,"{'notes': '', 'label': ['1']}",
277,rock out with ur cock out dude!!!,"{'notes': '', 'label': ['1']}",
278,that's a shame  I hate having to unfollow someone! :-P,"{'notes': '', 'label': ['1']}",
279,BIG FAT HARD HAWAIIAN DICK. Too much?,"{'notes': '', 'label': ['1']}",
280, i hate that too - i have blocked a few of stalker / serial networkers on fb too.  maybe they should tweet first?,"{'notes': '', 'label': ['1']}",
281,LOL - nah  that's just what we tell the loser guests that we usually toss down in the newsroom!! oh  wait...,"{'notes': '', 'label': ['1']}",
282,Israelis to Spanish FM ... Kiss my ass.,"{'notes': '', 'label': ['1']}",
283,No  but I'm saying that money that has gone into Gaza SHOULD be feeding people  not waging war and breding hate.,"{'notes': '', 'label': ['1']}",
284,I had a dream involving a rhino chasing me because of my polo cologne. Everyone says it represents a fat woman. My life sucks.,"{'notes': '', 'label': ['1']}",
285,Taking the piss = talking trash  perhaps,"{'notes': '', 'label': ['1']}",
286,& @babysinead that dude is a fucking PSYCHO. i turned down working for him and he told ppl that I DID and that i was TROUBLE.,"{'notes': '', 'label': ['1']}",
287,& @babysinead i've never even met him in person. he's a fucking douche.,"{'notes': '', 'label': ['1']}",
288,I get that too! It sucks!,"{'notes': '', 'label': ['1']}",
289,hey fag why you gotta ask the whole world!? j/k your awesome,"{'notes': '', 'label': ['1']}",
290,gotta love the gay kid who was drumming trying to get his head in the pic tho HAHA,"{'notes': '', 'label': ['1']}",
291,Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,"{'notes': '', 'label': ['1']}",
292,Damn skippy. I should be dead 10 times over......,"{'notes': '', 'label': ['1']}",
293,Its foggy as hell here too. Looks like damn Seattle.,"{'notes': '', 'label': ['1']}",
294,lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),"{'notes': '', 'label': ['1']}",
295,Do you really have a big man ass?,"{'notes': '', 'label': ['1']}",
296,i don't know that bambi's ass is a nice place. LOL,"{'notes': '', 'label': ['1']}",
297,attention whore!,"{'notes': '', 'label': ['1']}",
298,I laughed so hard when I first heard because my gay husband (good friend  lol) says code 3 when he has an emergency,"{'notes': '', 'label': ['1']}",
299,http://twitpic.com/xipq - this only makes me hate having a verizon contract even more.  erg.,"{'notes': '', 'label': ['1']}",
300,no guarantees.  hate the place. I'm ust going there to make sure my parents are still alive.,"{'notes': '', 'label': ['1']}",
301,AWWWW I HATE THAT!!!! I had to buy that gadget you can stick your hard drive into to pull them off. SO SUCKS! Sorry. :0(,"{'notes': '', 'label': ['1']}",
302,Praying for your grandmother and your momma. I hate that they are facing so much.,"{'notes': '', 'label': ['1']}",
303,bitch please your gorgeous,"{'notes': '', 'label': ['1']}",
304,i fucking hate that word  hahaha.,"{'notes': '', 'label': ['1']}",
305,i know  haha. 1408 is so gay. i don't even know why i'm watching it.,"{'notes': '', 'label': ['1']}",
306,omg - that sucks arse! I am so sorry =/,"{'notes': '', 'label': ['1']}",
307,Sounds like good times. I'm in the office until 7:00 and then I'll probably go for a run. I'm a fat boy getting fatter.,"{'notes': '', 'label': ['1']}",
308,Ye Olde Cock looks nice.,"{'notes': '', 'label': ['1']}",
309,sure you can  I'll hide the flashlight. go emo go!,"{'notes': '', 'label': ['1']}",
310,emang lagu2nya emo? bukannya mellow? :D,"{'notes': '', 'label': ['1']}",
311,gitu emo jaman dulu ya :D,"{'notes': '', 'label': ['1']}",
312,Listen  RayRay  I gave you the lowdown as soon as I got it. I hadn't heard it b4 and I was shocked. She seems to hate his guts.,"{'notes': '', 'label': ['1']}",
313,I thinks you meant to say that TWILIGHT was epic fail  not your mistake. I hate stephanie meyer and I've never even met her.,"{'notes': '', 'label': ['1']}",
314,lawl. Sucks to be THEM  then.,"{'notes': '', 'label': ['1']}",
315,I'd die first. Damn fareway.,"{'notes': '', 'label': ['1']}",
316,LMAO! He's horrible. The Beatles changed the fucking WORLD! And are still an icon to this day. Who the fuck are you?!?!?,"{'notes': '', 'label': ['1']}",
317,I need to see how this ravin rabids game works first. It'd all have to be in the ass moving. Maybe not moving enough = bad oral?,"{'notes': '', 'label': ['1']}",
318,holy fucking jesus mother  gad damnit WTF? wow.,"{'notes': '', 'label': ['1']}",
319,really? Thank fucking god for sleeping pills!,"{'notes': '', 'label': ['1']}",
320,dude  that pic of you in the Gold 2009 flyer looks like a friggen glamour shot  fag. hearts!,"{'notes': '', 'label': ['1']}",
321,Eff yeah! give @jeffreyparadise and @richiepanic a slap on the ass for me,"{'notes': '', 'label': ['1']}",
322,you are fucking killing me. Please come to a party at my house next time yer in LA. Rice pilaf will be ready,"{'notes': '', 'label': ['1']}",
323,I hate to open the flue after a long fall. We get birds or dead squirrels...totally scary!!!!!,"{'notes': '', 'label': ['1']}",
324,depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,"{'notes': '', 'label': ['1']}",
325,he won't wanna pet the guinea pig?,"{'notes': '', 'label': ['1']}",
326,i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,"{'notes': '', 'label': ['1']}",
327,no prob  but watch out  it's fucking addictive!,"{'notes': '', 'label': ['1']}",
328,re:fuck the creative industries blog post (at squares of wheat):I say:Waaaay too much empty rhetoric there. Be the Change ?,"{'notes': '', 'label': ['1']}",
329,Did...I mention that among my new disciplines are Dementation  Dominate  Presence  and Obtenebration?  I am fucking AWESOME.,"{'notes': '', 'label': ['1']}",
330,I *really* hate housework! Then again  it was great waking up to a clean LR & kitchen! Maybe I should do it more often... :-),"{'notes': '', 'label': ['1']}",
331,I've been wondering that myself. Its been down for quite a damn long time... @tqbf any comment on that?,"{'notes': '', 'label': ['1']}",
332,well damn we should have had a tweet up. I was at Kona last night as well.,"{'notes': '', 'label': ['1']}",
333,ouch! Hope your alright! :S I hate Black Ice  Almost broke my arm on it the other week :P,"{'notes': '', 'label': ['1']}",
334,eeeeew  I wanna cum ;),"{'notes': '', 'label': ['1']}",
335, AAYE!!!  richard gre is NOT gay-re :P,"{'notes': '', 'label': ['1']}",
336,fuck yeah bra,"{'notes': '', 'label': ['1']}",
337,nope can't deny that sweet face or lil schnauzer w/ ears~always wished Hildie had her pig tails~how is cropping still happening?,"{'notes': '', 'label': ['1']}",
338,Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,"{'notes': '', 'label': ['1']}",
339,#NAME?,"{'notes': '', 'label': ['1']}",
340, GOOD! Now u can bring ur happy lil' ass over here & help me finish hanging this garland.  ;-),"{'notes': '', 'label': ['1']}",
341,Guess there wont be much skidding then. As is said hope you're on the ground floor or everyone will hate Green Grass and High Tides.,"{'notes': '', 'label': ['1']}",
342,The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,"{'notes': '', 'label': ['1']}",
343, me too!!! I also hate closing then opening then closing shifts that gets me all out of wack.,"{'notes': '', 'label': ['1']}",
344,"says ""no more pizzas for the situation room! or else we will be fat when the war is over...""","{'notes': '', 'label': ['1']}",
345,hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,"{'notes': '', 'label': ['1']}",
346,I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,"{'notes': '', 'label': ['1']}",
347,if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,"{'notes': '', 'label': ['1']}",
348,wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,"{'notes': '', 'label': ['1']}",
349,hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,"{'notes': '', 'label': ['1']}",
350,yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,"{'notes': '', 'label': ['1']}",
351,Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,"{'notes': '', 'label': ['1']}",
352,Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,"{'notes': '', 'label': ['1']}",
353,she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,"{'notes': '', 'label': ['1']}",
354,when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,"{'notes': '', 'label': ['1']}",
355,what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,"{'notes': '', 'label': ['1']}",
356,sucks  don't it?,"{'notes': '', 'label': ['1']}",
357,doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,"{'notes': '', 'label': ['1']}",
358,Agreed!  Twitter showed the way with the whale ;),"{'notes': '', 'label': ['1']}",
359,No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,"{'notes': '', 'label': ['1']}",
360,FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,"{'notes': '', 'label': ['1']}",
361,Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,"{'notes': '', 'label': ['1']}",
362,Are we going to see an appearance of the 'fuck me' boots? :P,"{'notes': '', 'label': ['1']}",
363,Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,"{'notes': '', 'label': ['1']}",
364,Wtf. Fuck you,"{'notes': '', 'label': ['1']}",
365,Lawlz. yr a bitch. hoe.,"{'notes': '', 'label': ['1']}",
366,Sorry you bitch punched TEO.,"{'notes': '', 'label': ['1']}",
367,oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,"{'notes': '', 'label': ['1']}",
368,Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),"{'notes': '', 'label': ['1']}",
369,Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,"{'notes': '', 'label': ['1']}",
370,Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),"{'notes': '', 'label': ['1']}",
371,it was a good show...dude!  Did you call in gay  rotfl,"{'notes': '', 'label': ['1']}",
372,hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,"{'notes': '', 'label': ['1']}",
373,LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,"{'notes': '', 'label': ['1']}",
374,"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!","{'notes': '', 'label': ['1']}",
375,Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,"{'notes': '', 'label': ['1']}",
376,Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,"{'notes': '', 'label': ['1']}",
377,haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,"{'notes': '', 'label': ['1']}",
378,heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,"{'notes': '', 'label': ['1']}",
